Activity Period,Operating Airline,Passenger Count
200611,Alaska Airlines,1460
200611,All Nippon Airways,6008
200611,All Nippon Airways,5977
200611,American Airlines,136199
200611,American Airlines,137123
200611,American Eagle Airlines,3370
200611,American Eagle Airlines,3119
200611,Ameriflight,1
200611,Ameriflight,1
200611,Asiana Airlines,4515
200611,Asiana Airlines,3913
200611,Atlantic Southeast Airlines,1313
200611,Atlantic Southeast Airlines,1372
200611,British Airways,14642
200611,British Airways,14974
200611,Cathay Pacific,10258
200611,Cathay Pacific,10181
200611,China Airlines,9575
200611,China Airlines,11119
200611,Delta Air Lines,58291
200611,Delta Air Lines,58961
200611,EVA Airways,11209
200611,EVA Airways,12570
200611,Evergreen International Airlines,2
200611,Evergreen International Airlines,2
200611,Frontier Airlines,19846
200611,Frontier Airlines,19826
200611,Hawaiian Airlines,6805
200611,Hawaiian Airlines,7224
200611,Horizon Air,4241
200611,Horizon Air,4523
200611,Japan Airlines,7907
200611,Japan Airlines,7447
200611,KLM Royal Dutch Airlines,7660
200611,KLM Royal Dutch Airlines,7370
200611,Korean Air Lines,4014
200611,Korean Air Lines,3931
200611,Lufthansa German Airlines,18802
200611,Lufthansa German Airlines,17836
200611,Mexicana Airlines,5390
200611,Mexicana Airlines,7327
200611,Midwest Airlines,2049
200611,Midwest Airlines,3540
200611,Northwest Airlines,44142
200611,Northwest Airlines,44666
200611,Northwest Airlines,6241
200611,Northwest Airlines,6685
200611,Philippine Airlines,10320
200611,Philippine Airlines,8669
200611,Qantas Airways,3433
200611,Qantas Airways,3192
200611,Singapore Airlines,14627
200611,Singapore Airlines,15746
200611,SkyWest Airlines,5748
200611,SkyWest Airlines,5101
200611,SkyWest Airlines,91439
200611,SkyWest Airlines,91287
200611,SkyWest Airlines,6120
200611,SkyWest Airlines,5924
200611,Spirit Airlines,3146
200611,Spirit Airlines,3222
200611,Sun Country Airlines,3520
200611,Sun Country Airlines,3472
200611,TACA,3756
200611,TACA,4295
200611,US Airways,35498
200611,US Airways,31897
200611,US Airways,36370
200611,US Airways,34548
200611,United Airlines,49094
200611,United Airlines,49670
200611,United Airlines - Pre 07/01/2013,12290
200611,United Airlines - Pre 07/01/2013,309
200611,United Airlines - Pre 07/01/2013,25395
200611,United Airlines - Pre 07/01/2013,23999
200611,United Airlines - Pre 07/01/2013,331
200611,United Airlines - Pre 07/01/2013,53202
200611,United Airlines - Pre 07/01/2013,349495
200611,United Airlines - Pre 07/01/2013,52318
200611,United Airlines - Pre 07/01/2013,361206
200611,United Airlines - Pre 07/01/2013,5639
200611,United Airlines - Pre 07/01/2013,69657
200611,United Airlines - Pre 07/01/2013,67199
200611,United Airlines - Pre 07/01/2013,4133
200611,United Airlines - Pre 07/01/2013,8170
200611,United Airlines - Pre 07/01/2013,8157
200611,United Airlines - Pre 07/01/2013,1194
200611,United Airlines - Pre 07/01/2013,11617
200611,United Airlines - Pre 07/01/2013,12005
200611,United Airlines - Pre 07/01/2013,45
200611,United Airlines - Pre 07/01/2013,21324
200611,United Airlines - Pre 07/01/2013,21173
200611,United Airlines - Pre 07/01/2013,826
200611,United Airlines - Pre 07/01/2013,10294
200611,United Airlines - Pre 07/01/2013,11615
200611,United Airlines - Pre 07/01/2013,315
200611,Virgin Atlantic,8044
200611,Virgin Atlantic,7796
200612,Air Canada,21281
200612,Air Canada,20712
200612,Air China,4618
200612,Air China,4805
200612,Air France,6761
200612,Air France,7256
200612,Air New Zealand,8731
200612,Air New Zealand,8893
200612,AirTran Airways,6997
200612,AirTran Airways,6991
200612,Alaska Airlines,39362
200612,Alaska Airlines,45531
200612,Alaska Airlines,3011
200612,Alaska Airlines,3073
200612,Alaska Airlines,5422
200612,Alaska Airlines,1697
200612,Alaska Airlines,9837
200612,Alaska Airlines,14122
200612,Alaska Airlines,2230
200612,All Nippon Airways,5328
200612,All Nippon Airways,5801
200612,American Airlines,133306
200612,American Airlines,139122
200612,American Eagle Airlines,3031
200612,American Eagle Airlines,3038
200612,Ameriflight,4
200612,Ameriflight,4
200612,Asiana Airlines,4451
200612,Asiana Airlines,4467
200612,Atlantic Southeast Airlines,1833
200612,Atlantic Southeast Airlines,2289
200612,British Airways,15653
200612,British Airways,16644
200612,Cathay Pacific,9984
200612,Cathay Pacific,10577
200612,China Airlines,10489
200612,China Airlines,11613
200612,Delta Air Lines,53906
200612,Delta Air Lines,55353
200612,EVA Airways,12622
200612,EVA Airways,13884
200612,Frontier Airlines,17125
200612,Frontier Airlines,19646
200612,Hawaiian Airlines,6743
200612,Hawaiian Airlines,6776
200612,Horizon Air,4345
200612,Horizon Air,4721
200612,Japan Airlines,7113
200612,Japan Airlines,8191
200612,KLM Royal Dutch Airlines,7722
200612,KLM Royal Dutch Airlines,7309
200612,Korean Air Lines,4199
200612,Korean Air Lines,4540
200612,Lufthansa German Airlines,19263
200612,Lufthansa German Airlines,18555
200612,Mexicana Airlines,5357
200612,Mexicana Airlines,8566
200612,Midwest Airlines,1785
200612,Midwest Airlines,3579
200612,Northwest Airlines,45203
200612,Northwest Airlines,48080
200612,Northwest Airlines,6308
200612,Northwest Airlines,6840
200612,Philippine Airlines,8883
200612,Philippine Airlines,13021
200612,Qantas Airways,6765
200612,Qantas Airways,6389
200612,Singapore Airlines,16438
200612,Singapore Airlines,18142
200612,SkyWest Airlines,5894
200612,SkyWest Airlines,6063
200612,SkyWest Airlines,91836
200612,SkyWest Airlines,92379
200612,SkyWest Airlines,6341
200612,SkyWest Airlines,6352
200612,Sun Country Airlines,3597
200612,Sun Country Airlines,3827
200612,TACA,4516
200612,TACA,6260
200612,US Airways,36156
200612,US Airways,31897
200612,US Airways,38293
200612,US Airways,35548
200612,United Airlines,50618
200612,United Airlines,52589
200612,United Airlines - Pre 07/01/2013,14346
200612,United Airlines - Pre 07/01/2013,363
200612,United Airlines - Pre 07/01/2013,25034
200612,United Airlines - Pre 07/01/2013,24292
200612,United Airlines - Pre 07/01/2013,391
200612,United Airlines - Pre 07/01/2013,49392
200612,United Airlines - Pre 07/01/2013,345339
200612,United Airlines - Pre 07/01/2013,54105
200612,United Airlines - Pre 07/01/2013,364408
200612,United Airlines - Pre 07/01/2013,6677
200612,United Airlines - Pre 07/01/2013,65916
200612,United Airlines - Pre 07/01/2013,70588
200612,United Airlines - Pre 07/01/2013,3360
200612,United Airlines - Pre 07/01/2013,8892
200612,United Airlines - Pre 07/01/2013,8853
200612,United Airlines - Pre 07/01/2013,804
200612,United Airlines - Pre 07/01/2013,14662
200612,United Airlines - Pre 07/01/2013,15799
200612,United Airlines - Pre 07/01/2013,21
200612,United Airlines - Pre 07/01/2013,21866
200612,United Airlines - Pre 07/01/2013,22418
200612,United Airlines - Pre 07/01/2013,709
200612,United Airlines - Pre 07/01/2013,10696
200612,United Airlines - Pre 07/01/2013,12439
200612,United Airlines - Pre 07/01/2013,330
200612,Virgin Atlantic,9050
200612,Virgin Atlantic,8951
200701,ATA Airlines,48
200701,ATA Airlines,48
200701,Air Canada,19541
200701,Air Canada,18824
200701,Air China,4845
200701,Air China,4397
200701,Air France,7200
200701,Air France,6473
200701,Air New Zealand,9254
200701,Air New Zealand,9969
200701,AirTran Airways,4171
200701,AirTran Airways,4141
200701,Alaska Airlines,35595
200701,Alaska Airlines,35845
200701,Alaska Airlines,2260
200701,Alaska Airlines,2846
200701,Alaska Airlines,5199
200701,Alaska Airlines,1661
200701,Alaska Airlines,12645
200701,Alaska Airlines,11399
200701,Alaska Airlines,1460
200701,All Nippon Airways,6144
200701,All Nippon Airways,5189
200701,American Airlines,124647
200701,American Airlines,116955
200701,American Eagle Airlines,3042
200701,American Eagle Airlines,2576
200701,Ameriflight,10
200701,Asiana Airlines,4952
200701,Asiana Airlines,3526
200701,Atlantic Southeast Airlines,2571
200701,Atlantic Southeast Airlines,2999
200701,British Airways,16749
200701,British Airways,15835
200701,Cathay Pacific,11383
200701,Cathay Pacific,10285
200701,China Airlines,11754
200701,China Airlines,11617
200701,Delta Air Lines,47420
200701,Delta Air Lines,44243
200701,EVA Airways,14085
200701,EVA Airways,13206
200701,Frontier Airlines,17887
200701,Frontier Airlines,16997
200701,Hawaiian Airlines,7359
200701,Hawaiian Airlines,6959
200701,Horizon Air,4126
200701,Horizon Air,4212
200701,Japan Airlines,9594
200701,Japan Airlines,8021
200701,KLM Royal Dutch Airlines,6562
200701,KLM Royal Dutch Airlines,7695
200701,Korean Air Lines,4199
200701,Korean Air Lines,4540
200701,Lufthansa German Airlines,19572
200701,Lufthansa German Airlines,18254
200701,Mesa Airlines,1125
200701,Mesa Airlines,876
200701,Mexicana Airlines,7039
200701,Mexicana Airlines,5309
200701,Midwest Airlines,1922
200701,Midwest Airlines,3110
200701,Northwest Airlines,39234
200701,Northwest Airlines,39156
200701,Northwest Airlines,6950
200701,Northwest Airlines,6308
200701,Philippine Airlines,13763
200701,Philippine Airlines,12159
200701,Qantas Airways,6894
200701,Qantas Airways,7010
200701,Singapore Airlines,18403
200701,Singapore Airlines,17057
200701,SkyWest Airlines,6769
200701,SkyWest Airlines,6001
200701,SkyWest Airlines,92189
200701,SkyWest Airlines,91279
200701,SkyWest Airlines,6136
200701,SkyWest Airlines,6461
200701,Sun Country Airlines,2596
200701,Sun Country Airlines,2443
200701,TACA,5352
200701,TACA,4861
200701,US Airways,38855
200701,US Airways,26807
200701,US Airways,35226
200701,US Airways,26154
200701,United Airlines,47307
200701,United Airlines,42832
200701,United Airlines - Pre 07/01/2013,14346
200701,United Airlines - Pre 07/01/2013,363
200701,United Airlines - Pre 07/01/2013,23467
200701,United Airlines - Pre 07/01/2013,21619
200701,United Airlines - Pre 07/01/2013,421
200701,United Airlines - Pre 07/01/2013,46562
200701,United Airlines - Pre 07/01/2013,322569
200701,United Airlines - Pre 07/01/2013,44777
200701,United Airlines - Pre 07/01/2013,327638
200701,United Airlines - Pre 07/01/2013,7204
200701,United Airlines - Pre 07/01/2013,71731
200701,United Airlines - Pre 07/01/2013,65750
200701,United Airlines - Pre 07/01/2013,4247
200701,United Airlines - Pre 07/01/2013,8046
200701,United Airlines - Pre 07/01/2013,9260
200701,United Airlines - Pre 07/01/2013,1067
200701,United Airlines - Pre 07/01/2013,13918
200701,United Airlines - Pre 07/01/2013,15013
200701,United Airlines - Pre 07/01/2013,84
200701,United Airlines - Pre 07/01/2013,21032
200701,United Airlines - Pre 07/01/2013,19587
200701,United Airlines - Pre 07/01/2013,1052
200701,United Airlines - Pre 07/01/2013,9271
200701,United Airlines - Pre 07/01/2013,8698
200701,United Airlines - Pre 07/01/2013,150
200701,Virgin Atlantic,9671
200701,Virgin Atlantic,9318
200702,Air Canada,19860
200702,Air Canada,18450
200702,Air China,3644
200702,Air China,4424
200702,Air France,6219
200702,Air France,6199
200702,Air New Zealand,6650
200702,Air New Zealand,8000
200702,AirTran Airways,2974
200702,AirTran Airways,3084
200702,Alaska Airlines,36273
200702,Alaska Airlines,39189
200702,Alaska Airlines,2478
200702,Alaska Airlines,3547
200702,Alaska Airlines,5320
200702,Alaska Airlines,1284
200702,Alaska Airlines,10000
200702,Alaska Airlines,10627
200702,Alaska Airlines,1963
200702,All Nippon Airways,5311
200702,All Nippon Airways,4966
200702,American Airlines,111975
200702,American Airlines,111947
200702,American Eagle Airlines,2902
200702,American Eagle Airlines,2584
200702,Ameriflight,5
200702,Asiana Airlines,3857
200702,Asiana Airlines,3959
200702,Atlantic Southeast Airlines,2338
200702,Atlantic Southeast Airlines,2860
200702,British Airways,13263
200702,British Airways,12205
200702,Cathay Pacific,8994
200702,Cathay Pacific,9186
200702,China Airlines,9053
200702,China Airlines,10176
200702,Delta Air Lines,44361
200702,Delta Air Lines,43653
200702,EVA Airways,11353
200702,EVA Airways,12476
200702,Frontier Airlines,18251
200702,Frontier Airlines,18500
200702,Hawaiian Airlines,6439
200702,Hawaiian Airlines,6804
200702,Horizon Air,4100
200702,Horizon Air,4294
200702,Japan Airlines,7561
200702,Japan Airlines,7093
200702,KLM Royal Dutch Airlines,6708
200702,KLM Royal Dutch Airlines,5895
200702,Korean Air Lines,4148
200702,Korean Air Lines,3493
200702,Lufthansa German Airlines,17080
200702,Lufthansa German Airlines,16230
200702,Mesa Airlines,460
200702,Mesa Airlines,286
200702,Mexicana Airlines,4601
200702,Mexicana Airlines,4591
200702,Midwest Airlines,1610
200702,Midwest Airlines,2786
200702,Northwest Airlines,36931
200702,Northwest Airlines,36979
200702,Northwest Airlines,5885
200702,Northwest Airlines,5591
200702,Philippine Airlines,12189
200702,Philippine Airlines,9892
200702,Qantas Airways,2850
200702,Qantas Airways,3444
200702,Singapore Airlines,14330
200702,Singapore Airlines,14852
200702,SkyWest Airlines,5869
200702,SkyWest Airlines,5543
200702,SkyWest Airlines,83779
200702,SkyWest Airlines,84743
200702,SkyWest Airlines,6060
200702,SkyWest Airlines,6311
200702,Sun Country Airlines,2050
200702,Sun Country Airlines,1918
200702,TACA,4159
200702,TACA,3901
200702,US Airways,34684
200702,US Airways,20944
200702,US Airways,34291
200702,US Airways,22292
200702,United Airlines,40568
200702,United Airlines,39790
200702,United Airlines - Pre 07/01/2013,13111
200702,United Airlines - Pre 07/01/2013,170
200702,United Airlines - Pre 07/01/2013,22216
200702,United Airlines - Pre 07/01/2013,20845
200702,United Airlines - Pre 07/01/2013,387
200702,United Airlines - Pre 07/01/2013,43508
200702,United Airlines - Pre 07/01/2013,306419
200702,United Airlines - Pre 07/01/2013,43749
200702,United Airlines - Pre 07/01/2013,315514
200702,United Airlines - Pre 07/01/2013,6623
200702,United Airlines - Pre 07/01/2013,60050
200702,United Airlines - Pre 07/01/2013,60976
200702,United Airlines - Pre 07/01/2013,3706
200702,United Airlines - Pre 07/01/2013,7216
200702,United Airlines - Pre 07/01/2013,7709
200702,United Airlines - Pre 07/01/2013,938
200702,United Airlines - Pre 07/01/2013,12856
200702,United Airlines - Pre 07/01/2013,13801
200702,United Airlines - Pre 07/01/2013,63
200702,United Airlines - Pre 07/01/2013,18079
200702,United Airlines - Pre 07/01/2013,17674
200702,United Airlines - Pre 07/01/2013,893
200702,United Airlines - Pre 07/01/2013,6913
200702,United Airlines - Pre 07/01/2013,7397
200702,United Airlines - Pre 07/01/2013,197
200702,Virgin Atlantic,7869
200702,Virgin Atlantic,7727
200703,Aeromexico,262
200703,Aeromexico,262
200703,Air Canada,21421
200703,Air Canada,22508
200703,Air China,5603
200703,Air China,5902
200703,Air France,8747
200703,Air France,7846
200703,Air New Zealand,9226
200703,Air New Zealand,6210
200703,AirTran Airways,3774
200703,AirTran Airways,3849
200703,Alaska Airlines,41599
200703,Alaska Airlines,47844
200703,Alaska Airlines,4059
200703,Alaska Airlines,2971
200703,Alaska Airlines,6588
200703,Alaska Airlines,2131
200703,Alaska Airlines,11719
200703,Alaska Airlines,12328
200703,Alaska Airlines,2159
200703,All Nippon Airways,6142
200703,All Nippon Airways,6407
200703,American Airlines,140814
200703,American Airlines,142766
200703,American Eagle Airlines,3611
200703,American Eagle Airlines,3152
200703,Asiana Airlines,5000
200703,Asiana Airlines,4871
200703,Atlantic Southeast Airlines,2968
200703,Atlantic Southeast Airlines,3855
200703,British Airways,18010
200703,British Airways,17038
200703,Cathay Pacific,11304
200703,Cathay Pacific,11054
200703,China Airlines,11874
200703,China Airlines,10295
200703,Delta Air Lines,58985
200703,Delta Air Lines,59790
200703,EVA Airways,14629
200703,EVA Airways,12872
200703,Frontier Airlines,23221
200703,Frontier Airlines,22811
200703,Hawaiian Airlines,7598
200703,Hawaiian Airlines,7421
200703,Horizon Air,4916
200703,Horizon Air,4747
200703,Japan Airlines,8572
200703,Japan Airlines,9121
200703,KLM Royal Dutch Airlines,9186
200703,KLM Royal Dutch Airlines,9089
200703,Korean Air Lines,4410
200703,Korean Air Lines,3981
200703,Lufthansa German Airlines,19163
200703,Lufthansa German Airlines,19923
200703,Mesa Airlines,1133
200703,Mesa Airlines,1248
200703,Mexicana Airlines,5893
200703,Mexicana Airlines,5242
200703,Midwest Airlines,2083
200703,Midwest Airlines,3799
200703,Northwest Airlines,42845
200703,Northwest Airlines,44505
200703,Northwest Airlines,7142
200703,Northwest Airlines,7273
200703,Philippine Airlines,13559
200703,Philippine Airlines,10462
200703,Qantas Airways,4450
200703,Qantas Airways,3528
200703,Singapore Airlines,17656
200703,Singapore Airlines,16061
200703,SkyWest Airlines,7223
200703,SkyWest Airlines,7104
200703,SkyWest Airlines,101190
200703,SkyWest Airlines,99250
200703,SkyWest Airlines,6558
200703,SkyWest Airlines,6799
200703,Sun Country Airlines,3371
200703,Sun Country Airlines,3110
200703,TACA,4661
200703,TACA,4685
200703,US Airways,38679
200703,US Airways,25996
200703,US Airways,40461
200703,US Airways,27819
200703,United Airlines,47035
200703,United Airlines,47196
200703,United Airlines - Pre 07/01/2013,16686
200703,United Airlines - Pre 07/01/2013,1009
200703,United Airlines - Pre 07/01/2013,27078
200703,United Airlines - Pre 07/01/2013,26044
200703,United Airlines - Pre 07/01/2013,485
200703,United Airlines - Pre 07/01/2013,54801
200703,United Airlines - Pre 07/01/2013,370997
200703,United Airlines - Pre 07/01/2013,56838
200703,United Airlines - Pre 07/01/2013,391246
200703,United Airlines - Pre 07/01/2013,8295
200703,United Airlines - Pre 07/01/2013,71964
200703,United Airlines - Pre 07/01/2013,74575
200703,United Airlines - Pre 07/01/2013,4510
200703,United Airlines - Pre 07/01/2013,8466
200703,United Airlines - Pre 07/01/2013,6956
200703,United Airlines - Pre 07/01/2013,938
200703,United Airlines - Pre 07/01/2013,14060
200703,United Airlines - Pre 07/01/2013,16272
200703,United Airlines - Pre 07/01/2013,23056
200703,United Airlines - Pre 07/01/2013,23806
200703,United Airlines - Pre 07/01/2013,1183
200703,United Airlines - Pre 07/01/2013,7983
200703,United Airlines - Pre 07/01/2013,8286
200703,United Airlines - Pre 07/01/2013,299
200703,Virgin Atlantic,9754
200703,Virgin Atlantic,9878
200704,Air Canada,22215
200704,Air Canada,21955
200704,Air China,6631
200704,Air China,5999
200704,Air France,9832
200704,Air France,11051
200704,Air New Zealand,8547
200704,Air New Zealand,5094
200704,AirTran Airways,6618
200704,AirTran Airways,6748
200704,Alaska Airlines,42533
200704,Alaska Airlines,49366
200704,Alaska Airlines,3679
200704,Alaska Airlines,4734
200704,Alaska Airlines,6553
200704,Alaska Airlines,1608
200704,Alaska Airlines,12227
200704,Alaska Airlines,12725
200704,Alaska Airlines,1887
200704,All Nippon Airways,6219
200704,All Nippon Airways,5441
200704,American Airlines,146290
200704,American Airlines,146677
200704,American Eagle Airlines,4589
200704,American Eagle Airlines,3732
200704,Ameriflight,9
200704,Asiana Airlines,4968
200704,Asiana Airlines,4026
200704,Atlantic Southeast Airlines,3167
200704,Atlantic Southeast Airlines,3739
200704,British Airways,19308
200704,British Airways,20001
200704,Cathay Pacific,11090
200704,Cathay Pacific,9459
200704,China Airlines,11521
200704,China Airlines,9691
200704,Delta Air Lines,65640
200704,Delta Air Lines,63800
200704,EVA Airways,13778
200704,EVA Airways,12107
200704,Frontier Airlines,25255
200704,Frontier Airlines,25576
200704,Hawaiian Airlines,7294
200704,Hawaiian Airlines,7198
200704,Horizon Air,4553
200704,Horizon Air,4723
200704,Japan Airlines,8979
200704,Japan Airlines,6747
200704,KLM Royal Dutch Airlines,11566
200704,KLM Royal Dutch Airlines,10882
200704,Korean Air Lines,4727
200704,Korean Air Lines,3391
200704,Lufthansa German Airlines,18051
200704,Lufthansa German Airlines,18097
200704,Mesa Airlines,1177
200704,Mesa Airlines,1212
200704,Mexicana Airlines,7270
200704,Mexicana Airlines,6943
200704,Midwest Airlines,3872
200704,Midwest Airlines,4074
200704,Northwest Airlines,48923
200704,Northwest Airlines,49915
200704,Northwest Airlines,6820
200704,Northwest Airlines,6184
200704,Philippine Airlines,13922
200704,Philippine Airlines,10969
200704,Qantas Airways,6751
200704,Qantas Airways,5050
200704,Singapore Airlines,17515
200704,Singapore Airlines,14075
200704,SkyWest Airlines,5929
200704,SkyWest Airlines,5870
200704,SkyWest Airlines,96750
200704,SkyWest Airlines,97014
200704,SkyWest Airlines,6473
200704,SkyWest Airlines,7116
200704,Sun Country Airlines,2985
200704,Sun Country Airlines,3323
200704,TACA,4538
200704,TACA,4202
200704,US Airways,43194
200704,US Airways,27512
200704,US Airways,42176
200704,US Airways,28572
200704,United Airlines,51632
200704,United Airlines,52019
200704,United Airlines - Pre 07/01/2013,11158
200704,United Airlines - Pre 07/01/2013,138
200704,United Airlines - Pre 07/01/2013,26605
200704,United Airlines - Pre 07/01/2013,26203
200704,United Airlines - Pre 07/01/2013,472
200704,United Airlines - Pre 07/01/2013,54295
200704,United Airlines - Pre 07/01/2013,369304
200704,United Airlines - Pre 07/01/2013,54407
200704,United Airlines - Pre 07/01/2013,397287
200704,United Airlines - Pre 07/01/2013,8058
200704,United Airlines - Pre 07/01/2013,72413
200704,United Airlines - Pre 07/01/2013,62139
200704,United Airlines - Pre 07/01/2013,4312
200704,United Airlines - Pre 07/01/2013,8300
200704,United Airlines - Pre 07/01/2013,5955
200704,United Airlines - Pre 07/01/2013,851
200704,United Airlines - Pre 07/01/2013,14161
200704,United Airlines - Pre 07/01/2013,14786
200704,United Airlines - Pre 07/01/2013,13
200704,United Airlines - Pre 07/01/2013,26464
200704,United Airlines - Pre 07/01/2013,27204
200704,United Airlines - Pre 07/01/2013,1082
200704,United Airlines - Pre 07/01/2013,8050
200704,United Airlines - Pre 07/01/2013,8242
200704,United Airlines - Pre 07/01/2013,237
200704,Virgin Atlantic,10223
200704,Virgin Atlantic,10618
200705,Air Canada,25673
200705,Air Canada,27473
200705,Air China,7154
200705,Air China,7592
200705,Air France,10541
200705,Air France,12555
200705,Air New Zealand,7868
200705,Air New Zealand,5417
200705,AirTran Airways,8127
200705,AirTran Airways,8558
200705,Alaska Airlines,45787
200705,Alaska Airlines,48783
200705,Alaska Airlines,3060
200705,Alaska Airlines,4733
200705,Alaska Airlines,7378
200705,Alaska Airlines,1979
200705,Alaska Airlines,5727
200705,Alaska Airlines,9131
200705,Alaska Airlines,2960
200705,All Nippon Airways,5645
200705,All Nippon Airways,6297
200705,American Airlines,152626
200705,American Airlines,149509
200705,American Eagle Airlines,5298
200705,American Eagle Airlines,4273
200705,Ameriflight,5
200705,Asiana Airlines,5165
200705,Asiana Airlines,4516
200705,Atlantic Southeast Airlines,1787
200705,Atlantic Southeast Airlines,2649
200705,British Airways,17925
200705,British Airways,20310
200705,Cathay Pacific,10750
200705,Cathay Pacific,11061
200705,China Airlines,11319
200705,China Airlines,11445
200705,Delta Air Lines,74874
200705,Delta Air Lines,73466
200705,EVA Airways,13495
200705,EVA Airways,13132
200705,Frontier Airlines,26789
200705,Frontier Airlines,26305
200705,Hawaiian Airlines,7416
200705,Hawaiian Airlines,7624
200705,Horizon Air,4837
200705,Horizon Air,4994
200705,Japan Airlines,8488
200705,Japan Airlines,9231
200705,JetBlue Airways,18299
200705,JetBlue Airways,18077
200705,KLM Royal Dutch Airlines,11489
200705,KLM Royal Dutch Airlines,11845
200705,Korean Air Lines,4782
200705,Korean Air Lines,4562
200705,Lufthansa German Airlines,18569
200705,Lufthansa German Airlines,18853
200705,Mesa Airlines,1228
200705,Mesa Airlines,1282
200705,Mexicana Airlines,6797
200705,Mexicana Airlines,6604
200705,Midwest Airlines,7543
200705,Midwest Airlines,7322
200705,Northwest Airlines,59504
200705,Northwest Airlines,59252
200705,Northwest Airlines,6584
200705,Northwest Airlines,7092
200705,Philippine Airlines,13556
200705,Philippine Airlines,12628
200705,Qantas Airways,5785
200705,Qantas Airways,4748
200705,Singapore Airlines,16971
200705,Singapore Airlines,17411
200705,SkyWest Airlines,4796
200705,SkyWest Airlines,4794
200705,SkyWest Airlines,101242
200705,SkyWest Airlines,100691
200705,SkyWest Airlines,6544
200705,SkyWest Airlines,7247
200705,Spirit Airlines,2349
200705,Spirit Airlines,3314
200705,Sun Country Airlines,2848
200705,Sun Country Airlines,2877
200705,TACA,4541
200705,TACA,4268
200705,US Airways,44212
200705,US Airways,28074
200705,US Airways,43094
200705,US Airways,28671
200705,United Airlines,58486
200705,United Airlines,56670
200705,United Airlines - Pre 07/01/2013,10199
200705,United Airlines - Pre 07/01/2013,636
200705,United Airlines - Pre 07/01/2013,28010
200705,United Airlines - Pre 07/01/2013,26237
200705,United Airlines - Pre 07/01/2013,546
200705,United Airlines - Pre 07/01/2013,54378
200705,United Airlines - Pre 07/01/2013,393135
200705,United Airlines - Pre 07/01/2013,52578
200705,United Airlines - Pre 07/01/2013,399207
200705,United Airlines - Pre 07/01/2013,9343
200705,United Airlines - Pre 07/01/2013,69501
200705,United Airlines - Pre 07/01/2013,74961
200705,United Airlines - Pre 07/01/2013,3506
200705,United Airlines - Pre 07/01/2013,6460
200705,United Airlines - Pre 07/01/2013,5227
200705,United Airlines - Pre 07/01/2013,861
200705,United Airlines - Pre 07/01/2013,14899
200705,United Airlines - Pre 07/01/2013,16244
200705,United Airlines - Pre 07/01/2013,50
200705,United Airlines - Pre 07/01/2013,31529
200705,United Airlines - Pre 07/01/2013,34468
200705,United Airlines - Pre 07/01/2013,953
200705,United Airlines - Pre 07/01/2013,8345
200705,United Airlines - Pre 07/01/2013,8535
200705,United Airlines - Pre 07/01/2013,275
200705,Virgin Atlantic,8838
200705,Virgin Atlantic,10785
200706,ATA Airlines,158
200706,Air Canada,27720
200706,Air Canada,30416
200706,Air China,6915
200706,Air China,7273
200706,Air France,10911
200706,Air France,12261
200706,Air New Zealand,8092
200706,Air New Zealand,7106
200706,AirTran Airways,14354
200706,AirTran Airways,14181
200706,Alaska Airlines,45265
200706,Alaska Airlines,56593
200706,Alaska Airlines,5392
200706,Alaska Airlines,4595
200706,Alaska Airlines,6873
200706,Alaska Airlines,807
200706,Alaska Airlines,6697
200706,Alaska Airlines,8538
200706,Alaska Airlines,2182
200706,All Nippon Airways,6836
200706,All Nippon Airways,7364
200706,American Airlines,151272
200706,American Airlines,153678
200706,American Eagle Airlines,5001
200706,American Eagle Airlines,4989
200706,Asiana Airlines,4909
200706,Asiana Airlines,4758
200706,British Airways,19128
200706,British Airways,19602
200706,Cathay Pacific,10513
200706,Cathay Pacific,11017
200706,China Airlines,11548
200706,China Airlines,11757
200706,Delta Air Lines,88180
200706,Delta Air Lines,91192
200706,EVA Airways,14127
200706,EVA Airways,14500
200706,ExpressJet Airlines,3655
200706,ExpressJet Airlines,4257
200706,Frontier Airlines,31450
200706,Frontier Airlines,32868
200706,Hawaiian Airlines,7228
200706,Hawaiian Airlines,7523
200706,Horizon Air,5472
200706,Horizon Air,4990
200706,Japan Airlines,8987
200706,Japan Airlines,9650
200706,JetBlue Airways,20054
200706,JetBlue Airways,20374
200706,KLM Royal Dutch Airlines,12384
200706,KLM Royal Dutch Airlines,12309
200706,Korean Air Lines,4220
200706,Korean Air Lines,4477
200706,Lufthansa German Airlines,17421
200706,Lufthansa German Airlines,18709
200706,Mesa Airlines,1052
200706,Mesa Airlines,1147
200706,Mexicana Airlines,5448
200706,Mexicana Airlines,7114
200706,Midwest Airlines,10072
200706,Midwest Airlines,10018
200706,Northwest Airlines,62955
200706,Northwest Airlines,65217
200706,Northwest Airlines,6826
200706,Northwest Airlines,7115
200706,Philippine Airlines,11953
200706,Philippine Airlines,12394
200706,Qantas Airways,7475
200706,Qantas Airways,7047
200706,Singapore Airlines,16804
200706,Singapore Airlines,18550
200706,SkyWest Airlines,6523
200706,SkyWest Airlines,6698
200706,SkyWest Airlines,103264
200706,SkyWest Airlines,103296
200706,SkyWest Airlines,6201
200706,SkyWest Airlines,7012
200706,Spirit Airlines,3888
200706,Spirit Airlines,4110
200706,Sun Country Airlines,3776
200706,Sun Country Airlines,4219
200706,TACA,5897
200706,TACA,6690
200706,US Airways,46215
200706,US Airways,36386
